fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,total_acidity,sugar_alcohol_ratio,mineral_index,mean_acidity,total_sulfur,alcohol_quality_interaction,acidity_pH_balance
7.0,0.21,0.42,5.3,0.037,36.0,123.0,0.99321,3.14,0.52,10.9,6,7.63,0.4862385321100917,0.557,2.5433333333333334,159.0,65.4,2.229299363057325
7.9,0.34,0.44,6.5,0.027,47.0,126.0,0.99124,2.96,0.37,12.5,6,8.68,0.52,0.397,2.893333333333333,173.0,75.0,2.668918918918919
7.9,0.34,0.44,6.5,0.027,47.0,126.0,0.99124,2.96,0.37,12.5,6,8.68,0.52,0.397,2.893333333333333,173.0,75.0,2.668918918918919
6.8,0.21,0.42,1.2,0.045,24.0,126.0,0.99234,3.09,0.87,10.9,6,7.43,0.11009174311926605,0.915,2.4766666666666666,150.0,65.4,2.2006472491909386
8.2,0.3,0.44,12.4,0.043,52.0,154.0,0.99452,3.04,0.33,12.0,6,8.94,1.0333333333333334,0.373,2.98,206.0,72.0,2.6973684210526314
7.5,0.18,0.45,4.6,0.041,67.0,158.0,0.9927,3.01,0.38,10.6,6,8.129999999999999,0.43396226415094336,0.421,2.7099999999999995,225.0,63.599999999999994,2.4916943521594686
5.2,0.335,0.2,1.7,0.033,17.0,74.0,0.99002,3.34,0.48,12.3,6,5.735,0.1382113821138211,0.513,1.9116666666666668,91.0,73.80000000000001,1.5568862275449102
7.1,0.14,0.33,1.0,0.104,20.0,54.0,0.99057,3.19,0.64,11.5,6,7.569999999999999,0.08695652173913043,0.744,2.523333333333333,74.0,69.0,2.225705329153605
6.6,0.24,0.38,12.75,0.034,8.0,74.0,0.99386,3.1,0.57,12.9,6,7.22,0.9883720930232558,0.604,2.4066666666666667,82.0,77.4,2.129032258064516
6.6,0.16,0.34,1.1,0.037,41.0,115.0,0.9899,3.01,0.68,12.0,6,7.1,0.09166666666666667,0.7170000000000001,2.3666666666666667,156.0,72.0,2.1926910299003324
8.2,0.3,0.44,12.4,0.043,52.0,154.0,0.99452,3.04,0.33,12.0,6,8.94,1.0333333333333334,0.373,2.98,206.0,72.0,2.6973684210526314
5.7,0.15,0.28,3.7,0.045,57.0,151.0,0.9913,3.22,0.27,11.2,6,6.130000000000001,0.3303571428571429,0.315,2.0433333333333334,208.0,67.19999999999999,1.7701863354037266
5.7,0.2,0.3,2.5,0.046,38.0,125.0,0.99276,3.34,0.5,9.9,6,6.2,0.25252525252525254,0.546,2.066666666666667,163.0,59.400000000000006,1.7065868263473054
6.8,0.27,0.37,8.2,0.055,52.0,192.0,0.99586,3.11,0.52,9.5,6,7.44,0.863157894736842,0.5750000000000001,2.48,244.0,57.0,2.1864951768488745
6.8,0.27,0.42,7.3,0.054,58.0,200.0,0.99556,3.12,0.49,9.4,6,7.49,0.776595744680851,0.544,2.4966666666666666,258.0,56.400000000000006,2.1794871794871793
6.7,0.13,0.57,6.6,0.056,60.0,150.0,0.99548,2.96,0.43,9.4,6,7.4,0.702127659574468,0.486,2.466666666666667,210.0,56.400000000000006,2.2635135135135136
6.8,0.21,0.37,7.0,0.038,27.0,107.0,0.99206,2.98,0.82,11.5,6,7.38,0.6086956521739131,0.858,2.46,134.0,69.0,2.2818791946308723
6.2,0.2,0.29,11.8,0.035,21.0,93.0,0.99364,3.18,0.34,11.9,6,6.69,0.9915966386554622,0.375,2.23,114.0,71.4,1.949685534591195
6.6,0.25,0.34,3.0,0.054,22.0,141.0,0.99338,3.26,0.47,10.4,6,7.1899999999999995,0.28846153846153844,0.524,2.3966666666666665,163.0,62.400000000000006,2.0245398773006134
5.7,0.15,0.28,3.7,0.045,57.0,151.0,0.9913,3.22,0.27,11.2,6,6.130000000000001,0.3303571428571429,0.315,2.0433333333333334,208.0,67.19999999999999,1.7701863354037266
6.9,0.22,0.39,6.0,0.035,44.0,141.0,0.99123,3.11,0.33,12.5,6,7.51,0.48,0.365,2.5033333333333334,185.0,75.0,2.2186495176848875
6.4,0.16,0.42,1.0,0.036,29.0,113.0,0.9908,3.18,0.52,11.0,6,6.98,0.09090909090909091,0.556,2.3266666666666667,142.0,66.0,2.0125786163522013
7.0,0.29,0.35,1.4,0.036,42.0,109.0,0.99119,3.31,0.62,11.6,6,7.64,0.12068965517241378,0.656,2.5466666666666664,151.0,69.6,2.1148036253776437
6.8,0.22,0.41,6.7,0.034,39.0,116.0,0.99245,3.18,0.46,11.5,6,7.43,0.5826086956521739,0.494,2.4766666666666666,155.0,69.0,2.138364779874214
7.7,0.27,0.49,3.8,0.037,46.0,139.0,0.99116,3.04,0.38,11.6,6,8.46,0.3275862068965517,0.417,2.8200000000000003,185.0,69.6,2.5328947368421053
6.7,0.13,0.45,4.2,0.043,52.0,131.0,0.99162,3.06,0.54,11.3,6,7.28,0.3716814159292035,0.5830000000000001,2.4266666666666667,183.0,67.80000000000001,2.189542483660131
6.7,0.24,0.37,11.3,0.043,64.0,173.0,0.99632,3.08,0.53,9.9,6,7.3100000000000005,1.1414141414141414,0.5730000000000001,2.436666666666667,237.0,59.400000000000006,2.1753246753246755
7.4,0.19,0.31,14.5,0.045,39.0,193.0,0.9986,3.1,0.5,9.2,6,7.9,1.5760869565217392,0.545,2.6333333333333333,232.0,55.199999999999996,2.3870967741935485
7.4,0.19,0.31,14.5,0.045,39.0,193.0,0.9986,3.1,0.5,9.2,6,7.9,1.5760869565217392,0.545,2.6333333333333333,232.0,55.199999999999996,2.3870967741935485
7.4,0.19,0.31,14.5,0.045,39.0,193.0,0.9986,3.1,0.5,9.2,6,7.9,1.5760869565217392,0.545,2.6333333333333333,232.0,55.199999999999996,2.3870967741935485
7.4,0.19,0.31,14.5,0.045,39.0,193.0,0.9986,3.1,0.5,9.2,6,7.9,1.5760869565217392,0.545,2.6333333333333333,232.0,55.199999999999996,2.3870967741935485
7.4,0.19,0.31,14.5,0.045,39.0,193.0,0.9986,3.1,0.5,9.2,6,7.9,1.5760869565217392,0.545,2.6333333333333333,232.0,55.199999999999996,2.3870967741935485
7.4,0.19,0.31,14.5,0.045,39.0,193.0,0.9986,3.1,0.5,9.2,6,7.9,1.5760869565217392,0.545,2.6333333333333333,232.0,55.199999999999996,2.3870967741935485
5.9,0.24,0.12,1.4,0.035,60.0,247.0,0.99358,3.34,0.44,9.6,6,6.260000000000001,0.14583333333333334,0.475,2.086666666666667,307.0,57.599999999999994,1.7664670658682637
8.1,0.24,0.32,10.5,0.03,34.0,105.0,0.99407,3.11,0.42,11.8,6,8.66,0.8898305084745762,0.44999999999999996,2.8866666666666667,139.0,70.80000000000001,2.604501607717042
5.8,0.23,0.2,2.0,0.043,39.0,154.0,0.99226,3.21,0.39,10.2,6,6.23,0.19607843137254904,0.433,2.0766666666666667,193.0,61.199999999999996,1.8068535825545171
7.5,0.33,0.36,2.6,0.051,26.0,126.0,0.99097,3.32,0.53,12.7,6,8.19,0.20472440944881892,0.5810000000000001,2.73,152.0,76.19999999999999,2.2590361445783134
7.4,0.16,0.32,1.4,0.065,23.0,140.0,0.99134,3.06,0.47,11.4,6,7.880000000000001,0.12280701754385964,0.5349999999999999,2.626666666666667,163.0,68.4,2.4183006535947715
6.5,0.32,0.3,2.3,0.051,20.0,127.0,0.98964,3.13,0.52,12.8,6,7.12,0.17968749999999997,0.5710000000000001,2.3733333333333335,147.0,76.80000000000001,2.07667731629393
6.6,0.2,0.14,4.4,0.184,35.0,168.0,0.99396,2.93,0.45,9.4,6,6.9399999999999995,0.46808510638297873,0.634,2.313333333333333,203.0,56.400000000000006,2.252559726962457
8.0,0.34,0.25,6.4,0.035,38.0,103.0,0.99148,2.91,0.23,12.2,6,8.59,0.5245901639344263,0.265,2.8633333333333333,141.0,73.19999999999999,2.7491408934707904
6.6,0.2,0.14,4.4,0.184,35.0,168.0,0.99396,2.93,0.45,9.4,6,6.9399999999999995,0.46808510638297873,0.634,2.313333333333333,203.0,56.400000000000006,2.252559726962457
7.3,0.25,0.28,1.5,0.043,19.0,113.0,0.99338,3.38,0.56,10.1,6,7.83,0.1485148514851485,0.6030000000000001,2.61,132.0,60.599999999999994,2.1597633136094676
6.3,0.24,0.35,2.3,0.039,43.0,109.0,0.99056,3.34,0.44,11.8,6,6.89,0.19491525423728812,0.479,2.2966666666666664,152.0,70.80000000000001,1.8862275449101797
6.6,0.24,0.28,6.7,0.032,26.0,91.0,0.99172,3.13,0.32,12.3,6,7.12,0.5447154471544715,0.352,2.3733333333333335,117.0,73.80000000000001,2.108626198083067
6.4,0.35,0.28,12.6,0.039,19.0,124.0,0.99539,3.2,0.43,10.6,6,7.03,1.1886792452830188,0.469,2.3433333333333333,143.0,63.599999999999994,2.0
6.6,0.435,0.38,9.2,0.058,66.0,243.0,0.99833,3.23,0.54,9.1,6,7.414999999999999,1.010989010989011,0.5980000000000001,2.4716666666666662,309.0,54.599999999999994,2.043343653250774
5.8,0.18,0.37,1.1,0.036,31.0,96.0,0.98942,3.16,0.48,12.0,6,6.35,0.09166666666666667,0.516,2.1166666666666667,127.0,72.0,1.8354430379746833
5.6,0.32,0.32,8.3,0.043,32.0,105.0,0.99266,3.24,0.47,11.2,6,6.24,0.7410714285714287,0.513,2.08,137.0,67.19999999999999,1.7283950617283947
6.0,0.26,0.33,4.35,0.04,15.0,80.0,0.98934,3.29,0.5,12.7,6,6.59,0.3425196850393701,0.54,2.1966666666666668,95.0,76.19999999999999,1.8237082066869301
7.1,0.17,0.31,1.6,0.037,15.0,103.0,0.991,3.14,0.5,12.0,6,7.579999999999999,0.13333333333333333,0.537,2.5266666666666664,118.0,72.0,2.2611464968152863
6.9,0.17,0.3,2.0,0.047,13.0,117.0,0.99152,3.16,0.51,11.6,6,7.37,0.1724137931034483,0.557,2.4566666666666666,130.0,69.6,2.1835443037974684
6.7,0.21,0.34,1.4,0.049,36.0,112.0,0.99091,3.02,0.5,11.0,6,7.25,0.12727272727272726,0.549,2.4166666666666665,148.0,66.0,2.218543046357616
6.7,0.23,0.33,8.1,0.048,45.0,176.0,0.99472,3.11,0.52,10.1,6,7.260000000000001,0.801980198019802,0.5680000000000001,2.4200000000000004,221.0,60.599999999999994,2.154340836012862
6.8,0.23,0.32,8.6,0.046,47.0,159.0,0.99452,3.08,0.52,10.5,6,7.3500000000000005,0.819047619047619,0.5660000000000001,2.45,206.0,63.0,2.207792207792208
5.1,0.165,0.22,5.7,0.047,42.0,146.0,0.9934,3.18,0.55,9.9,6,5.484999999999999,0.5757575757575758,0.5970000000000001,1.8283333333333331,188.0,59.400000000000006,1.6037735849056602
6.6,0.425,0.25,2.35,0.034,23.0,87.0,0.99082,3.05,0.41,11.4,6,7.2749999999999995,0.20614035087719298,0.44399999999999995,2.425,110.0,68.4,2.1639344262295084
6.9,0.38,0.29,13.65,0.048,52.0,189.0,0.99784,3.0,0.6,9.5,6,7.57,1.436842105263158,0.648,2.5233333333333334,241.0,57.0,2.3000000000000003
6.9,0.38,0.29,13.65,0.048,52.0,189.0,0.99784,3.0,0.6,9.5,6,7.57,1.436842105263158,0.648,2.5233333333333334,241.0,57.0,2.3000000000000003
6.9,0.38,0.29,13.65,0.048,52.0,189.0,0.99784,3.0,0.6,9.5,6,7.57,1.436842105263158,0.648,2.5233333333333334,241.0,57.0,2.3000000000000003
7.2,0.27,0.28,15.2,0.046,6.0,41.0,0.99665,3.17,0.39,10.9,6,7.750000000000001,1.3944954128440366,0.436,2.5833333333333335,47.0,65.4,2.271293375394322
7.6,0.17,0.27,4.6,0.05,23.0,98.0,0.99422,3.08,0.47,9.5,6,8.04,0.4842105263157894,0.52,2.6799999999999997,121.0,57.0,2.4675324675324672
6.2,0.3,0.31,1.2,0.048,19.0,125.0,0.98999,3.32,0.54,12.6,6,6.81,0.09523809523809523,0.5880000000000001,2.27,144.0,75.6,1.8674698795180724
7.6,0.17,0.27,4.6,0.05,23.0,98.0,0.99422,3.08,0.47,9.5,6,8.04,0.4842105263157894,0.52,2.6799999999999997,121.0,57.0,2.4675324675324672
6.9,0.38,0.29,13.65,0.048,52.0,189.0,0.99784,3.0,0.6,9.5,6,7.57,1.436842105263158,0.648,2.5233333333333334,241.0,57.0,2.3000000000000003
6.8,0.18,0.24,9.8,0.058,64.0,188.0,0.9952,3.13,0.51,10.6,6,7.22,0.9245283018867926,0.5680000000000001,2.4066666666666667,252.0,63.599999999999994,2.1725239616613417
6.7,0.18,0.24,10.3,0.057,64.0,185.0,0.99519,3.12,0.5,10.6,6,7.12,0.9716981132075473,0.557,2.3733333333333335,249.0,63.599999999999994,2.1474358974358974
6.6,0.16,0.21,6.7,0.055,43.0,157.0,0.99384,3.15,0.52,10.8,6,6.97,0.6203703703703703,0.5750000000000001,2.3233333333333333,200.0,64.80000000000001,2.0952380952380953
7.2,0.27,0.28,15.2,0.046,6.0,41.0,0.99665,3.17,0.39,10.9,6,7.750000000000001,1.3944954128440366,0.436,2.5833333333333335,47.0,65.4,2.271293375394322
6.4,0.17,0.27,9.9,0.047,26.0,101.0,0.99596,3.34,0.5,9.9,6,6.84,1.0,0.547,2.28,127.0,59.400000000000006,1.916167664670659
7.2,0.22,0.28,7.2,0.06,41.0,132.0,0.9935,3.08,0.59,11.3,6,7.7,0.6371681415929203,0.6499999999999999,2.566666666666667,173.0,67.80000000000001,2.3376623376623376
6.0,0.22,0.28,1.1,0.034,47.0,90.0,0.98862,3.22,0.38,12.6,6,6.5,0.08730158730158731,0.41400000000000003,2.1666666666666665,137.0,75.6,1.8633540372670807
6.7,0.36,0.28,8.3,0.034,29.0,81.0,0.99151,2.96,0.39,12.5,6,7.340000000000001,0.664,0.42400000000000004,2.4466666666666668,110.0,75.0,2.2635135135135136
6.5,0.43,0.28,11.25,0.032,31.0,87.0,0.9922,3.02,0.38,12.4,6,7.21,0.907258064516129,0.41200000000000003,2.4033333333333333,118.0,74.4,2.152317880794702
5.3,0.32,0.23,9.65,0.026,26.0,119.0,0.99168,3.18,0.53,12.2,6,5.8500000000000005,0.7909836065573771,0.556,1.9500000000000002,145.0,73.19999999999999,1.6666666666666665
6.8,0.2,0.28,12.6,0.048,54.0,136.0,0.99556,3.19,0.37,10.7,6,7.28,1.177570093457944,0.418,2.4266666666666667,190.0,64.19999999999999,2.1316614420062696
6.7,0.36,0.28,8.3,0.034,29.0,81.0,0.99151,2.96,0.39,12.5,6,7.340000000000001,0.664,0.42400000000000004,2.4466666666666668,110.0,75.0,2.2635135135135136
6.5,0.43,0.28,11.25,0.032,31.0,87.0,0.9922,3.02,0.38,12.4,6,7.21,0.907258064516129,0.41200000000000003,2.4033333333333333,118.0,74.4,2.152317880794702
6.4,0.17,0.27,9.9,0.047,26.0,101.0,0.99596,3.34,0.5,9.9,6,6.84,1.0,0.547,2.28,127.0,59.400000000000006,1.916167664670659
7.2,0.22,0.28,7.2,0.06,41.0,132.0,0.9935,3.08,0.59,11.3,6,7.7,0.6371681415929203,0.6499999999999999,2.566666666666667,173.0,67.80000000000001,2.3376623376623376
6.0,0.22,0.28,1.1,0.034,47.0,90.0,0.98862,3.22,0.38,12.6,6,6.5,0.08730158730158731,0.41400000000000003,2.1666666666666665,137.0,75.6,1.8633540372670807
6.0,0.2,0.26,1.1,0.033,38.0,67.0,0.98954,3.14,0.38,11.5,6,6.46,0.09565217391304348,0.41300000000000003,2.1533333333333333,105.0,69.0,1.910828025477707
6.2,0.3,0.21,1.1,0.032,31.0,111.0,0.9889,2.97,0.42,12.2,6,6.71,0.09016393442622953,0.45199999999999996,2.236666666666667,142.0,73.19999999999999,2.0875420875420874
6.0,0.29,0.25,1.4,0.033,30.0,114.0,0.98794,3.08,0.43,13.2,6,6.54,0.10606060606060606,0.46299999999999997,2.18,144.0,79.19999999999999,1.948051948051948
6.6,0.18,0.28,1.7,0.041,53.0,161.0,0.99207,3.13,0.45,10.2,6,7.06,0.16666666666666669,0.491,2.353333333333333,214.0,61.199999999999996,2.108626198083067
6.0,0.29,0.25,1.4,0.033,30.0,114.0,0.98794,3.08,0.43,13.2,6,6.54,0.10606060606060606,0.46299999999999997,2.18,144.0,79.19999999999999,1.948051948051948
6.2,0.3,0.21,1.1,0.032,31.0,111.0,0.9889,2.97,0.42,12.2,6,6.71,0.09016393442622953,0.45199999999999996,2.236666666666667,142.0,73.19999999999999,2.0875420875420874
5.6,0.15,0.26,5.55,0.051,51.0,139.0,0.99336,3.47,0.5,11.0,6,6.01,0.5045454545454545,0.551,2.0033333333333334,190.0,66.0,1.6138328530259365
7.8,0.22,0.26,9.0,0.047,38.0,132.0,0.997,3.25,0.53,10.2,6,8.28,0.8823529411764707,0.5770000000000001,2.76,170.0,61.199999999999996,2.4
6.6,0.18,0.28,1.7,0.041,53.0,161.0,0.99207,3.13,0.45,10.2,6,7.06,0.16666666666666669,0.491,2.353333333333333,214.0,61.199999999999996,2.108626198083067
7.0,0.4,0.25,1.8,0.05,51.0,189.0,0.99174,3.0,0.55,11.4,6,7.65,0.15789473684210525,0.6000000000000001,2.5500000000000003,240.0,68.4,2.3333333333333335
6.4,0.22,0.32,4.9,0.046,50.0,156.0,0.99316,3.38,0.55,11.2,6,6.94,0.43750000000000006,0.5960000000000001,2.3133333333333335,206.0,67.19999999999999,1.8934911242603552
6.8,0.23,0.3,6.95,0.044,42.0,179.0,0.9946,3.25,0.56,10.6,6,7.33,0.6556603773584906,0.6040000000000001,2.4433333333333334,221.0,63.599999999999994,2.0923076923076924
6.4,0.32,0.31,1.9,0.037,34.0,126.0,0.99,3.06,0.45,11.8,6,7.03,0.16101694915254236,0.487,2.3433333333333333,160.0,70.80000000000001,2.0915032679738563
8.8,0.39,0.35,1.8,0.096,22.0,80.0,0.99016,2.95,0.54,12.6,6,9.540000000000001,0.14285714285714288,0.636,3.18,102.0,75.6,2.983050847457627
6.9,0.29,0.3,8.2,0.026,35.0,112.0,0.99144,3.0,0.37,12.3,6,7.49,0.6666666666666665,0.396,2.4966666666666666,147.0,73.80000000000001,2.3000000000000003
6.7,0.38,0.26,9.55,0.036,35.0,91.0,0.9919,2.98,0.37,12.4,6,7.34,0.7701612903225806,0.40599999999999997,2.4466666666666668,126.0,74.4,2.248322147651007
8.0,0.28,0.3,8.4,0.03,35.0,115.0,0.99192,2.93,0.42,12.3,6,8.58,0.6829268292682926,0.44999999999999996,2.86,150.0,73.80000000000001,2.73037542662116
7.4,0.29,0.28,10.2,0.032,43.0,138.0,0.9951,3.1,0.47,10.6,6,7.970000000000001,0.9622641509433962,0.502,2.6566666666666667,181.0,63.599999999999994,2.3870967741935485
6.3,0.19,0.29,5.5,0.042,44.0,189.0,0.99304,3.19,0.47,10.3,6,6.78,0.5339805825242718,0.512,2.2600000000000002,233.0,61.800000000000004,1.9749216300940438
5.6,0.32,0.33,7.4,0.037,25.0,95.0,0.99268,3.25,0.49,11.1,6,6.25,0.6666666666666667,0.527,2.0833333333333335,120.0,66.6,1.723076923076923
7.7,0.46,0.18,3.3,0.054,18.0,143.0,0.99392,3.12,0.51,10.8,6,8.34,0.3055555555555555,0.5640000000000001,2.78,161.0,64.80000000000001,2.467948717948718
7.7,0.46,0.18,3.3,0.054,18.0,143.0,0.99392,3.12,0.51,10.8,6,8.34,0.3055555555555555,0.5640000000000001,2.78,161.0,64.80000000000001,2.467948717948718
5.8,0.18,0.28,1.3,0.034,9.0,94.0,0.99092,3.21,0.52,11.2,6,6.26,0.11607142857142859,0.554,2.0866666666666664,103.0,67.19999999999999,1.8068535825545171
5.8,0.15,0.32,1.2,0.037,14.0,119.0,0.99137,3.19,0.5,10.2,6,6.2700000000000005,0.11764705882352941,0.537,2.0900000000000003,133.0,61.199999999999996,1.8181818181818181
5.6,0.32,0.33,7.4,0.037,25.0,95.0,0.99268,3.25,0.49,11.1,6,6.25,0.6666666666666667,0.527,2.0833333333333335,120.0,66.6,1.723076923076923
7.1,0.32,0.3,9.9,0.041,63.0,192.0,0.99642,3.12,0.49,10.2,6,7.72,0.9705882352941178,0.531,2.5733333333333333,255.0,61.199999999999996,2.2756410256410255
6.0,0.14,0.17,5.6,0.036,37.0,127.0,0.99373,3.05,0.57,9.8,6,6.31,0.5714285714285714,0.606,2.103333333333333,164.0,58.800000000000004,1.9672131147540985
6.8,0.24,0.29,9.5,0.042,56.0,157.0,0.99586,3.11,0.51,10.1,6,7.33,0.9405940594059407,0.552,2.4433333333333334,213.0,60.599999999999994,2.1864951768488745
6.7,0.21,0.48,14.8,0.05,31.0,195.0,0.99942,2.95,0.75,8.8,6,7.390000000000001,1.6818181818181817,0.8,2.4633333333333334,226.0,52.800000000000004,2.271186440677966
7.2,0.37,0.4,11.6,0.032,34.0,214.0,0.9963,3.1,0.51,9.8,6,7.970000000000001,1.183673469387755,0.542,2.6566666666666667,248.0,58.800000000000004,2.3225806451612905
7.2,0.37,0.4,11.6,0.032,34.0,214.0,0.9963,3.1,0.51,9.8,6,7.970000000000001,1.183673469387755,0.542,2.6566666666666667,248.0,58.800000000000004,2.3225806451612905
6.4,0.32,0.27,4.9,0.034,18.0,122.0,0.9916,3.36,0.71,12.5,6,6.99,0.392,0.744,2.33,140.0,75.0,1.9047619047619049
7.1,0.17,0.4,14.55,0.047,47.0,156.0,0.99945,3.34,0.78,9.1,6,7.67,1.598901098901099,0.8270000000000001,2.5566666666666666,203.0,54.599999999999994,2.125748502994012
7.1,0.17,0.4,14.55,0.047,47.0,156.0,0.99945,3.34,0.78,9.1,6,7.67,1.598901098901099,0.8270000000000001,2.5566666666666666,203.0,54.599999999999994,2.125748502994012
5.8,0.24,0.26,10.05,0.039,63.0,162.0,0.99375,3.33,0.5,11.2,6,6.3,0.8973214285714287,0.539,2.1,225.0,67.19999999999999,1.7417417417417416
6.4,0.32,0.27,4.9,0.034,18.0,122.0,0.9916,3.36,0.71,12.5,6,6.99,0.392,0.744,2.33,140.0,75.0,1.9047619047619049
7.1,0.17,0.4,14.55,0.047,47.0,156.0,0.99945,3.34,0.78,9.1,6,7.67,1.598901098901099,0.8270000000000001,2.5566666666666666,203.0,54.599999999999994,2.125748502994012
7.1,0.18,0.39,15.25,0.047,45.0,158.0,0.99946,3.34,0.77,9.1,6,7.669999999999999,1.6758241758241759,0.8170000000000001,2.556666666666666,203.0,54.599999999999994,2.125748502994012
8.2,0.34,0.29,5.2,0.076,19.0,92.0,0.99138,2.95,0.39,12.5,6,8.829999999999998,0.41600000000000004,0.466,2.943333333333333,111.0,75.0,2.7796610169491522
6.5,0.24,0.28,1.1,0.034,26.0,83.0,0.98928,3.25,0.33,12.3,6,7.0200000000000005,0.08943089430894309,0.364,2.3400000000000003,109.0,73.80000000000001,2.0
6.9,0.24,0.23,7.1,0.041,20.0,97.0,0.99246,3.1,0.85,11.4,6,7.370000000000001,0.6228070175438596,0.891,2.456666666666667,117.0,68.4,2.2258064516129035
6.0,0.16,0.22,1.6,0.042,36.0,106.0,0.9905,3.24,0.32,11.4,6,6.38,0.14035087719298245,0.362,2.1266666666666665,142.0,68.4,1.8518518518518516
7.3,0.34,0.3,9.4,0.057,34.0,178.0,0.99554,3.15,0.44,10.4,6,7.9399999999999995,0.9038461538461539,0.497,2.6466666666666665,212.0,62.400000000000006,2.3174603174603177
6.0,0.17,0.29,9.7,0.044,33.0,98.0,0.99536,3.12,0.36,9.2,6,6.46,1.0543478260869565,0.40399999999999997,2.1533333333333333,131.0,55.199999999999996,1.923076923076923
5.6,0.34,0.3,6.9,0.038,23.0,89.0,0.99266,3.25,0.49,11.1,6,6.239999999999999,0.6216216216216217,0.528,2.0799999999999996,112.0,66.6,1.723076923076923
7.3,0.23,0.24,0.9,0.031,29.0,86.0,0.98926,2.9,0.38,12.2,6,7.7700000000000005,0.0737704918032787,0.41100000000000003,2.5900000000000003,115.0,73.19999999999999,2.5172413793103448
7.6,0.22,0.28,12.0,0.056,68.0,143.0,0.9983,2.99,0.3,9.2,6,8.1,1.3043478260869565,0.356,2.6999999999999997,211.0,55.199999999999996,2.5418060200668893
6.8,0.19,0.4,9.85,0.055,41.0,103.0,0.99532,2.98,0.56,10.5,6,7.390000000000001,0.9380952380952381,0.6150000000000001,2.4633333333333334,144.0,63.0,2.2818791946308723
6.8,0.17,0.34,2.0,0.04,38.0,111.0,0.99,3.24,0.45,12.9,6,7.31,0.15503875968992248,0.49,2.4366666666666665,149.0,77.4,2.0987654320987654
6.8,0.19,0.34,1.9,0.04,41.0,108.0,0.99,3.25,0.45,12.9,6,7.33,0.14728682170542634,0.49,2.4433333333333334,149.0,77.4,2.0923076923076924
6.8,0.17,0.34,2.0,0.04,38.0,111.0,0.99,3.24,0.45,12.9,6,7.31,0.15503875968992248,0.49,2.4366666666666665,149.0,77.4,2.0987654320987654
7.6,0.22,0.28,12.0,0.056,68.0,143.0,0.9983,2.99,0.3,9.2,6,8.1,1.3043478260869565,0.356,2.6999999999999997,211.0,55.199999999999996,2.5418060200668893
6.8,0.19,0.4,9.85,0.055,41.0,103.0,0.99532,2.98,0.56,10.5,6,7.390000000000001,0.9380952380952381,0.6150000000000001,2.4633333333333334,144.0,63.0,2.2818791946308723
6.7,0.16,0.36,2.0,0.045,24.0,131.0,0.99284,3.3,0.59,10.5,6,7.220000000000001,0.19047619047619047,0.635,2.4066666666666667,155.0,63.0,2.0303030303030303
6.5,0.22,0.19,1.1,0.064,36.0,191.0,0.99297,3.05,0.5,9.5,6,6.91,0.11578947368421054,0.5640000000000001,2.3033333333333332,227.0,57.0,2.1311475409836067
6.2,0.36,0.45,10.4,0.06,22.0,184.0,0.99711,3.31,0.56,9.8,6,7.010000000000001,1.0612244897959184,0.6200000000000001,2.336666666666667,206.0,58.800000000000004,1.8731117824773413
6.2,0.36,0.45,10.4,0.06,22.0,184.0,0.99711,3.31,0.56,9.8,6,7.010000000000001,1.0612244897959184,0.6200000000000001,2.336666666666667,206.0,58.800000000000004,1.8731117824773413
6.9,0.28,0.33,1.2,0.039,16.0,98.0,0.9904,3.07,0.39,11.7,6,7.510000000000001,0.10256410256410256,0.429,2.5033333333333334,114.0,70.19999999999999,2.247557003257329
6.5,0.22,0.19,1.1,0.064,36.0,191.0,0.99297,3.05,0.5,9.5,6,6.91,0.11578947368421054,0.5640000000000001,2.3033333333333332,227.0,57.0,2.1311475409836067
7.8,0.2,0.2,1.4,0.036,25.0,83.0,0.99088,3.03,0.46,11.7,6,8.2,0.11965811965811966,0.496,2.733333333333333,108.0,70.19999999999999,2.5742574257425743
8.0,0.2,0.44,1.0,0.057,24.0,111.0,0.99158,3.09,0.32,11.2,6,8.639999999999999,0.08928571428571429,0.377,2.8799999999999994,135.0,67.19999999999999,2.5889967637540456
6.7,0.24,0.36,8.4,0.042,42.0,123.0,0.99473,3.34,0.52,10.9,6,7.300000000000001,0.7706422018348624,0.562,2.4333333333333336,165.0,65.4,2.0059880239520957
7.7,0.43,1.0,19.95,0.032,42.0,164.0,0.99742,3.29,0.5,12.0,6,9.13,1.6624999999999999,0.532,3.0433333333333334,206.0,72.0,2.3404255319148937
6.4,0.3,0.36,2.0,0.052,18.0,141.0,0.99273,3.38,0.53,10.5,6,7.0600000000000005,0.19047619047619047,0.5820000000000001,2.3533333333333335,159.0,63.0,1.8934911242603552
6.7,0.24,0.36,8.4,0.042,42.0,123.0,0.99473,3.34,0.52,10.9,6,7.300000000000001,0.7706422018348624,0.562,2.4333333333333336,165.0,65.4,2.0059880239520957
7.5,0.33,0.28,4.9,0.042,21.0,155.0,0.99385,3.36,0.57,10.9,6,8.11,0.44954128440366975,0.612,2.703333333333333,176.0,65.4,2.232142857142857
6.4,0.26,0.25,10.7,0.046,66.0,179.0,0.99606,3.17,0.55,9.9,6,6.91,1.0808080808080807,0.5960000000000001,2.3033333333333332,245.0,59.400000000000006,2.018927444794953
